article number,article name ,Commodity Group Name,Product Retail Price
642213344559,COLT PISTOL,SCOTCH,39.99
639737601558,DESPAGNE LE MYTHE DE AMPHORIE,WINE,9.99
080686410607,OLD TAYLOR 375ML,WHISKEY,5.99
070491030343,FINEST CALL LITE MARGARITA 1L,MIXERS,5.99
089752900448,WIMBERLEY VALLEY SWEET RED 1.5L,WINE,10.99
080686042105,KESSLER 1.75L,WHISKEY,17.99
855288001375,CIELO BLANCO 750ML,TEQUILA,
087229176143,GLENROTHES TRIPLE RSV 100ML 3PK,SCOTCH,19.99
075496331143,ANGOSTURA ORANGE BITTERS 4OZ,MIXERS,9.99
780999003717,STIRRINGS LEMON DROP MARTINI 25.4OZ,MIXERS,5.99
851684000196,DRY COMAL RED 750ML,WINE,13.99
082000749684,SMIRNOFF ROOT BEER 1.75L,VODKA,19.99
733353400233,MYX FUSIONS MOSCATO 750ML,WINE,7.99
7809623200292,FALERNIA 750ML,WINE,
083804086418,CRIBARI MARSALA 1.5L,WINE,8.99
088586006586,TORRES ORANGE 750ML,LIQUEUR,16.99
084279994185,KINKY PINK 200ML,LIQUEUR,6.59
4820163121406,KHORTYSTA ICE 750ml,VODKA,
641586190268,RARE BIRD PINOT NOIR 750ML,WINE,9.99
088352124797,EL MAYOR ANEJO 750ML,TEQUILA,32.99
085919001188,STE GENEVIEVE WHITE 750ML,WINE,3.99
070491030244,FINEST CALL SWEET & SOUR LITE 1L,MIXERS,4.99
089819102211,BERINGER FOUNDERS CABERNET SAUVIGNON 1.5L,WINE,16.99
858751002138,FRIENDS FUN WINE PINK MOSCATO,WINE,0.99
080686938149,EFFEN BLACK CHERRY 1.75L,VODKA,34.99
030955645124,YELLOW ROSE DBL BARREL 750ML,WHISKEY,37.99
041349810363,HOT BUTTERED RUM MIX,MIXERS,4.99
739958974100,COPPOLA MERLOT 750ML,WINE,16.99
854949003130,THE VINEYARD WHITE 750ML,WINE,19.99
087229174019,KINGS GINGER 750ML,LIQUEUR,
5060391390048,HAWTHORNS LONDON DRY GIN 750ML,GIN,19.99
081753829964,GLENMORANGIE ASTAR 750ML,SCOTCH,99.99
086259460635,GILBEYS VODKA 100 PF 200ML,VODKA,
070491232006,MASTER OF MIXES WHITE PEACH MARG / DAIQ 1L,MIXERS,4.99
083664870523,CUARENTA Y TRES 1.75L,LIQUEUR,45.99
082496260014,SVENSK 1.75L,VODKA,17.99
088004100827,TORADA GOLD 1.75ML,TEQUILA,19.99
085000009505,GALLO FAMILY SONOMA 750ML,WINE,6.99
081434015846,BANROCK STATION SHIRAZ 1.5L,WINE,
856065002608,DEEP EDDY PEACH 1.75L,VODKA,29.99
080720962628,BUTTERFLY KISS CHARDONNAY 750ML,WINE,9.99
083837006360,CASTLE ROCK PINOT NOIR 750ML,WINE,
082734153504,CASILLERO DIABLO MALBEC 750ML,WINE,9.99
852832104711,BRANCOTT ESTATE SAUV BLANC 750,WINE,11.99
835229002739,ABSOLUT CHERRYKRAN 1L,VODKA,9.99
082100739141,ARBOR MIST RASPBERRY SORBET 750ML,WINE,4.99
084279189857,MOHAWK COFFEE 1L,LIQUEUR,5.99
850512,SUTTER HOME ZINFANDEL 1.5L,WINE,
083103652055,LA CAVA DE LOS MORALES GOLD 1L,LIQUEUR,10.99
858280002388,COOP DNR BARREL AGED 375ML,TEQUILA,9.99
081753830083,GLENMORANGIE SPIOS PRIVATE EDITION NO 9 750ML,SCOTCH,99.99
835229002401,ABSOLUT MANDRIN 1L,VODKA,31.99
721059001434X,WILD TURKEY 750ML GFT SET,WHISKEY,21.99
080432104453,CHIVAS REGAL GOLD SIGNATURE 18YR,SCOTCH,229.99
721059000338,SKYY INFUSIONS WILD STRAWBERRY 1L,VODKA,
080516165349,PRINCIPESSA GAVIA BANFI,WINE,13.99
899332002062,JEANNE DARC WHITE 750ML,WINE,17.99
8058983310007,MAELI FIOR D'ARANCIO 2015 750ML,WINE,9.99
080432111338,TERREMOTO GOLD 80 750ML,TEQUILA,17.99
736040511458,TIERRAS N/A AGAVE NECTAR ,MIXERS,5.99
088498230000,SPARKLES MIMOSA 750ML,WINE,
088076162655,CIROC 375ML,VODKA,17.99
082000751496,ROKK RASPBERRY 375ML,VODKA,
855675001612,ART SNAP 750ML,LIQUEUR,
711267111148,MEADERY SWEET HONEY WINE,WINE,13.99
016600352081,ROSES MOJITO PASSION FRUIT 21,MIXERS,5.99
085000018392,LIBERTY CREEK PINOT GRIGIO 1.5L,WINE,6.99
633824138125,VAN GOGH BLUE 750ML,VODKA,19.99
087236700096,RUSSIAN STANDARD 375ML,VODKA,7.99
717888711125,NORTON RESERVA CAB SAUV 2013 750ML,WINE,9.99
080686931379,PINNACLE TROPICAL PUNCH 200ML,VODKA,1.85
031439005649,COLLINS WILD STRAWBERRY LEMONADE MIX 750ML,MIXERS,3.99
081054954099,ALLURE BUBBLY MANGO 750ML,WINE,5.99
736040501381,PALLINI LIMONCELLO 750ML,LIQUEUR,23.99
8576602,TURNING LEAF COASTAL RESERVE CHARDONNAY 750ML,WINE,
857186006087,YELLOW ROSE WHISKEY BLEND 50ML,WHISKEY,0.99
086785191096,CHAMUCOS REPOSADO 750ML,TEQUILA,49.99
085592118647,MCCORMICK VODKA 750ML TRVL,VODKA,5.99
659284000802,YERUNG STATION VILLAGE ,WINE,3.99
080686250401,KAMORA COFFEE LIQ 750ML,LIQUEUR,11.99
082896100132,FETZER CAB 1.5L,WINE,7.99
082000729358,SMIRNOFF STRAWBERRY 1LT,VODKA,
087236107017,MACALLAN 18YR 375ML,SCOTCH,89.99
080686507406,OLD CROW BOURBON 750ML,WHISKEY,11.99
085904016609,MOGEN DAVID CONCORD 3L,WINE,
096749000340,HPNOTIQ SPARKLE 750ML,LIQUEUR,19.99
084692210800,ALIZE COCONUT 750ML,LIQUEUR,9.99
088004190187,PEYCHAUDS BITTERS 5OZ,MIXERS,6.99
096749021222,EVAN WILLIAMS GREEN 1L,WHISKEY,
083120100898,FRANZIA RHINE 5L,WINE,15.99
085592121210,TARANTULA BLUE 1.75L MIX NA,MIXERS,5.99
721733000944,PATRON SILVER 375ML,TEQUILA,21.99
21296607216,PAUL MASSON 1.5 L,WINE,
632070100122,SPEYBURN 10YR 750ML,SCOTCH,27.99
8000400203942,AVERNA 750ML,LIQUEUR,
010086103397,BLU PROSECCO 1.5L,WINE,19.99
850332003114,SEERSUCKER GIN 750ML,GIN,26.99
736040521907,AVION ANEJO 375ML,TEQUILA,21.99
83729002494,MAISON NICOLS CHARDONNAY 750ML,WINE,
080686022404,BEAMS EIGHT STAR 750ML,WHISKEY,
087236565206,COINTREAU 375ML,LIQUEUR,21.99
086208909673,KOJI SAKE 750ML,WINE,6.99
080432343074,JACOBS CREEK MERLOT 750ML,WINE,4.99
083300000031,CHAMBORD 750ML,VODKA,23.99
088076180024,BUCHANAN'S 12  FLASK VAP 750ML,SCOTCH,44.99
094922201867,LUCID ABSINTHE 375ML,LIQUEUR,12.99
080696636868,BV ZINFANDEL COASTAL 750ML,WINE,6.99
816136020429,GOLD BAR 750ML,WHISKEY,39.99
088076183056,LAGAVULIN 9YR GAME OF THRONES EDITION 750ML,SCOTCH,99.99
80100,SWITZER FAMILY 2010 CAB,WINE,24.99
093212100200,D LOS ALTOS ANEJO 750ML,TEQUILA,19.99
732048005043,ROSE N BLUM PINK MOSCATO 750ML,WINE,4.99
083085903084,RUFFINO CHIANTI CLS DUC TAN 750ML,WINE,23.99
085000012895,BOONES FARM ORANGE HURST,WINE,3.49
649188900384,GRAND MARNIER 200ML,LIQUEUR,11.99
083664872671,STOLICHNAYA HOT JALAPENO 750ML,VODKA,21.99
721059637503,SKYY RASPBERRY 750ML,VODKA,16.99
604174000646,LOUIS BERNARD COTES DU RHONE,WINE,13.99
013385901275,CHRISTMAS AT BILTMORE 750ML,WINE,3.99
081308001579,FLIP FLOP MOSCATO 750ML,WINE,4.99
085919002536,STE GENEVIEVE CHARDONNAY 500ML,WINE,3.99
689076854757,STRANAHAN'S COLORADO WHISKEY 1.75L,WHISKEY,99.99
087116005723,KING SOLLY GRAPE 750ML,VODKA,
8008366111851,LE BOCCE RESERVA 750ML,WINE,
893568000052,AYATE ANEJO ,TEQUILA,99.99
685701000698,M BRIZARD CHOCOLATE ROYAL 750ML,LIQUEUR,24.99
085246139417,MAKERS MARK 1.75L,WHISKEY,52.99
083103651058,LA CAVA MORALES GOLD 1.75L,TEQUILA,15.99
649498839022,MICHEMIX MICHE LISTA SPICY TOMATO CUP 32OZ,MIXERS,2.29
857744001011,JOSEPH CARR MERLOT 750ML,WINE,22.99
085592130755,TARANTULA BANANA COLADA 750ML,TEQUILA,12.99
683899127128,DANFIELDS RESERVE 750ML,WHISKEY,
096749233106,PRIVATE CELLAR 4YR 1L,WHISKEY,4.99
080660244372,IMPERIAL 375ML,WHISKEY,3.99
085000023792, DARK HORSE THE ORG 750ML,WINE,9.99
851262,SHUTTER HOME SWEET RED 187ML,WINE,1.99
720815980440,SEAGRAMS JUICY WATERMELON 1.75L,VODKA,16.99
070491102835,MASTER OF MIXES BIG BUCKET STRAWBERRY DAIQ MARG 96OZ,MIXERS,7.99
9780965774700X,REVEL STOKE CINNAMON 50ML,WHISKEY,0.99
081434700353,REX-GOLIATH CAB SAUV,WINE,
9780965774683,MALK CAB SAUV 750ML,WINE,89.99
856724003236,NINE HATS 2015 COLUMBIA VALLEY RIESLING ,WINE,8.99
070491566002,FINEST CALL GRAPEFRUIT SOUR 1L,MIXERS,5.99
082000001041,SMIRNOFF GREEN APPLE 750ML,VODKA,13.99
721384002472,ICEBERG VODKA 750ML,VODKA,14.99
022851013015,OSBORNE SHERRY CREAM 750ML,WINE,7.99
087236400446,BLACK GROUSE 1.75L,SCOTCH,46.99
7500326365614,GRACIAS A DIOS MEZCAL ESPADIN REPO 750ML,TEQUILA,35.99
081434031303,REX GOLIATH PINOT NOIR 750ML,WINE,4.99
088076181663,CIROC FRENCH VANILLA 1L,VODKA,44.99
701254258352,BLUE MOSCATO PEACH 750ML,WINE,
811751022711,STOLI CRUSHED PINEAPPLE 200ML,VODKA,6.99
082000770848,ORPHAN BARREL LOST PROPHET 22YR 750ML,WHISKEY,139.99
080686839040,SAUZA BLUE SILVER TEQUILA 1L,TEQUILA,18.99
085000016176,NEW AMSTERDAM GIN 1L,GIN,13.99
812459010314,KRU VODKA 200ML,VODKA,
855615003010,TEQUILA 512 REPOSADO 750ML,TEQUILA,34.99
080432110751,REDBREAST LUSTAU EDITION 750ML,WHISKEY,69.99
085246500101,MAKERS MARK 46 750ML,WHISKEY,36.99
088320310023,CELLA LAMBRUSCO 1.5L,WINE,
8693357053009,ERISTOFF WILD BERRY 1L,VODKA,6.99
083804072404,CRIBARI MARSALA 750ML,WINE,4.99
080686932116,PINNACLE HABANERO 750ML,VODKA,12.99
087116069978,BELVEDERE CITRUS 375ML,VODKA,
8008366444447,TERRE DI SAN QUIRICO SILENZIO 750ML,WINE,
089819028504,BERINGER FOUNDERS ESTATE CHARD 750ML,WINE,7.99
080432341070,JACOBS CREEK CABERNET SAUVIGNON VINTAGE,WINE,11.99
089819501458,CABBIANO CHIANTI 750ML,WINE,8.99
082000766698,GODIVA DRK CHOCOLATE 750ML,LIQUEUR,32.99
087116016439,UV SALTY WATERMELON 50ML,VODKA,0.99
088544718919,SOUTHERN COMFORT 1.75L GFT,WHISKEY,25.99
080660118086,99 BANANAS 200ML,LIQUEUR,3.99
812459011762,KUHL PEACH 750ML,VODKA,8.99
088004022297,DR MCGILLICUDDYS APPLE 750ML,WHISKEY,16.99
812459010604,KRU GLASS 750ML,VODKA,14.99
835229008403,ABSOLUT RASPBERRI 1LT,VODKA,
856417003864,WESTERN SON PRICKLY PEAR 750ML,VODKA,17.99
096749001774,PARKER'S HERITAGE 11TH 750ML,WHISKEY,199.99
085200918751,SUTTER HOME MOSCATO 4PK,WINE,5.99
7804300126988,TABALI RESERVA SAV. BLANC 750,WINE,14.99
670541340301,SKADI AQUAVIT,LIQUEUR,8.99
082000105756,SMIRNOFF 90 1.75L PET,VODKA,27.99
085000011287,LIBERTY CREEK MERLOT 1.5L,WINE,6.99
096749528202,CONQUISTADOR SILVER TEQUILA 1L,TEQUILA,9.99
080686005018,JIM BEAM DEVILS CUT 750ML,WHISKEY,23.99
084279001319,KINKY NAUGHTY OR NICE ,LIQUEUR,17.99
081054995443,CELLAR FOUR 79 750ML,WINE,4.99
086785141138,STRACCALI CHIANTI 750ML,WINE,
088004011857,TAAKA RED BERRY 1.75L,VODKA,
088857003375,MIDORI 1L,LIQUEUR,23.99
700026,CAVE DE CAVE PINOT NOIR 750ML,WINE,6.99
087752020883,LVOV 750ML,VODKA,10.99
857532000950,OLD WHISKEY RIVER BOURBON WHISKEY 1.75L,WHISKEY,24.99
721733003549,PATRON CITRONGE PINEAPPLE 375ML,LIQUEUR,7.99
085000021682,NEW AMSTERDAM COCONUT 1L,VODKA,15.99
5285002860509,IXSIR ALTITUDES ROSE,WINE,11.99
859218001145,G.B. DIXIE BLK PEP VODKA 750ML,VODKA,9.99
080432109984,JAMESON IRISH TRILOGY 200ML 3PK,SCOTCH,38.99
876153002709,CASTELLO ROSATO 750ML,WINE,
089319123730,VAN WINKLE 12YR 750ML,WHISKEY,1499.99
710638510049401,CA'MARCANDA PROMIS 750 ML,WINE,54.99
736040521884,AVION SILVER 375ML,TEQUILA,18.99
081054394246,CRANE LAKE BRUT 750ML,WINE,4.99
5065000482602,SPICE TREE MALT SCOTCH 750ML,SCOTCH,
086000002572,VINTNER CHARDONNAY 1.5L,WINE,
080432108253,OLMECA ALTOS PLATA 1.75L,TEQUILA,39.99
851562,SUTTER HOME ROSE 750ML,WINE,5.99
080432111345,TERREMOTO GOLD 80 375ML,TEQUILA,9.99
082184082201,JACK DANIELS 750ML GIFT SET,WHISKEY,22.99
088352124803,EL MAYOR REPOSADO 750ML,TEQUILA,29.99
839743001582,YELLOWTAIL SANGRIA 1.5L,WINE,8.99
088004022822,PRALINE CREAM LIQUEUR 750ML,LIQUEUR,16.99
087116069732,BELVEDERE 1.75L,VODKA,57.99
080686006060,JIM BEAM HONEY 750ML,WHISKEY,15.99
080686926511,PINNACLE WHIPPED 750ML,VODKA,12.99
855523001566,MARGARITA 6 PAK A SHOT,TEQUILA,7.99
638478000835,DON RAMON REPO 1.75L,TEQUILA,69.99
721059001793,SKYY COASTAL CRANBERRY 1.75L,VODKA,24.99
084279983356,BEVIAMO SPARKLING MOSCATO,WINE,
080480006662,ST GERMAIN 375ML,LIQUEUR,18.99
088076182783,JOHNNIE WALKER WHITE WALKER LIMITED EDITION 750ML,SCOTCH,41.99
851447002221,Stillhouse America's finest Whiskey 375ml Apple crisp,WHISKEY,
894909000021,PAULAS TEXAS LEMON 750ML,LIQUEUR,17.99
811538011181,CUERVO LIGHT MARGARITA MIX 1.75L,MIXERS,6.99
85000009840,GALLO FAMILY MERLOT 750ML,WINE,
087116019058,PRAIRIE CUCUMBER 750ML,VODKA,18.99
899859000015,BOCA CACHACA 750ML,GIN,12.99
088352126524,EXOTICO BLANCO 1L,TEQUILA,9.99
088076177994,NUVO PEACH COBBLER 750ML,LIQUEUR,27.99
087236100476,MACALLAN FINE OAK 15YR 750ML,SCOTCH,109.99
089540126449,HW AMARETTO 1L,LIQUEUR,10.99
087236100483,MACALLAN FINE OAK 21YR 750ML,WHISKEY,539.99
811538017572,TIN CUP 375ML,WHISKEY,16.99
080660575810,MONTEZUMA GOLD 1.75L,TEQUILA,19.99
085000017173,GALLO SWEET RED 750ML,WINE,3.99
733270400231,TICNOCO SILVER 750ML,TEQUILA,39.99
649241895640,BLACK ELK SHIRAZ 2012 750 ML,WINE,5.99
832889008255,GREAT KING STREET ARTIST'S BLEND SCOTCH 86P 750ML,SCOTCH,39.99
859188002128,JESTERS PEACH 32OZ,MIXERS,
744607003452,EL JIMADOR MANGO 750ML,TEQUILA,18.99
085592142598,360 SORRENTO LEMON VODKA 1L,VODKA,12.99
854880,CARLO ROSSI MERLOT 1.5L,WINE,6.99
811538015929,THREE OLIVES PINK GRAPEFRUIT 750ML,VODKA,15.99
081434031174,REX GOLIATH CAB 750ML,WINE,5.99
086003005051,PRIMAL ROOTS WHITE 750ML,WINE,
080686034124,JIM BEAM BLACK 750ML GS,WHISKEY,19.99
830617000168,AHAAK MADEIRA BLNC BOIS AMNESIA 375ML,WINE,4.99
089819543137,BERINGER CHARDONNAY 1.5L,WINE,10.99
66427003986,BIG SHOTS KAMIKAZE 4PK 200ML,WINE,
752245218527,COLOMBO MARSALA SWEET 750ML,WINE,10.99
863431000304,DEVILS RIVER SMALL BATCH 750ML,WHISKEY,23.99
744607111324,HERRADURA REPO 750ML,TEQUILA,42.99
088076179073,CIROC PINEAPPLE 375ML,VODKA,17.99
009016018443,TEMPLO DEL SOL 750ML,LIQUEUR,12.99
879716000037,DOMAINE BOUSQUET CAB 750ML,WINE,0.00
080432109069,FRIS ORANGE 750ML,VODKA,4.99
085000017333,CAMARENA REPO 375ML,TEQUILA,8.99
085000018682,BAREFOOT SWEET RED 1.5L,WINE,11.99
070491213234,MASTER OF MIXES STRAWBERRY DAIQ 1.75L,MIXERS,6.99
088586005480,VILLA ANTINORI RISERVA 2013 750ML,WINE,29.99
721059053754,CUTTY SARK 375ML,SCOTCH,
769434201260,BIG HOUSE RED 750ML,WINE,9.99
657891702423,TROUBLEMAKER 750ML,WINE,15.99
747020246611,GORDON & MAC PHAIL CONNOISSEURS CHOICE 750ML,SCOTCH,
085676101176,SKOL VODKA 80 1.75L PET,VODKA,10.99
082000772040,PIEHOLE PECAN PIE 750ML,WHISKEY,14.99
856881004565,BLUE CHAIR BAY PINEAPPLE RUM CREAM 750ML,LIQUEUR,17.99
721059001762,SKYY CSTL CRANBERRY 50ML,VODKA,1.00
081633686441,LAGTRY PETITE SIRAH 750ML,WINE,39.99
085000007303,BOONES FARM STRAWBERRY HILL 750ML,WINE,3.49
720815988729,SEAGRAMS PEACH 375ML,VODKA,6.99
605330000937,HAZLITTS CIDER TREE CIDER 4PK,WINE,
850019002041,WHIPPED LIGHTNING 375ML,LIQUEUR,9.99
851738004002,SUERTE BLANCO 750 ML,TEQUILA,29.99
000579000098,PINE RIDGE CHENIN BLANC VIOGNIER 750ML,WINE,13.49
085592138584,360 DOUBLE CHOCOLATE ,VODKA,0.99
720815988835,SEAGRAMS PEACH VODKA 750ML,VODKA,11.99
850755000042,AU BON CLIMAT PINOT NOIR 750ML,WINE,
739958034606,COPPOLA SAUVIGNON BLANC 750ML,WINE,11.99
088076020054,REBEL YELL 101 PROOF DOUBLE CINNAMON 750ML,LIQUEUR,
083089004046,CORAZON ANEJO 750ML,TEQUILA,43.99
087116000582,HELL CAT MAGGIE IRISH 750ML,WHISKEY,19.99
082242013208,EARL STEVENS MANGOSCATO 750ML,WINE,18.99
080480015190,GREY GOOSE POIRE 1.75L,VODKA,57.99
794504267518,CESAR CHAVEZ REPOSADO 750ML,TEQUILA,27.99
080480005054,ST GERMAIN ELDRBRRY ,LIQUEUR,
899717002014,REPUBLIC PLATA 750ML,TEQUILA,34.99
850202,SUTTER HOME MOSCATO 750ML,WINE,5.99
736040520986,TY KU SAKE JUNMAI GINJO 375ML,LIQUEUR,14.99
812459010178,TRES LECHES 750ML,LIQUEUR,17.99
088352110912,EZRA BROOKS 1L,WHISKEY,15.99
085676102708,SKOL 100 PROOF 375ML,VODKA,5.99
081128074364,FINLANDIA CRANBERRY FUSION 750ML,VODKA,22.99
854877004018,KRUTO ORIGINAL 750ML,VODKA,10.99
736040506898,NUVO 375ML,LIQUEUR,24.99
799475095658,1835 BOURBON,WHISKEY,26.99
080432900529,SANDEMAN RUBY PORTO 750ML,WINE,12.99
087041351421,LASCO LEMON COCKTAIL MIX 34OZ,MIXERS,8.99
084692512645,CAPOSALDO MOSCATO 750ML,WINE,8.99
817426002965,VINA SUTIL PINOT NOIR 750ML,WINE,
080480301019,BOMBAY SAPPHIRE 1L,GIN,32.99
023035315079,BIAGIO CAST CHIANTI RSV 750ML,WINE,5.99
701530510501,PARTIDA BLANCO 750ML,TEQUILA,21.99
704039021455,JACK DANIELS FUDGE CARAMELS,LIQUEUR,9.99
087116036567,REVEL STOKE CANADIAN 1.75L,WHISKEY,25.99
649515006130,CHRISTIAN AUDIGIER CABERNET SAUVIGNON 750ML,WINE,21.99
9421019370337,FIREFLY MINTTEA 750ML,VODKA,21.99
85000001042,GALLO FAMILY SWEET CHARDONNAY 750ML,WINE,
084104115952,PENDLETON 375ML,WHISKEY,13.99
081308001791,CUPCAKE CHOCOLATE 750ML,VODKA,8.99
080244006938,HANCOCK'S SB PRE RESERVE 750ML,WHISKEY,59.99
089000577255,MONTE ALBAN REPOSADO 1.75L,TEQUILA,23.99
736040519348,AVION SILVER 750ML,TEQUILA,41.99
652341110247,CAMPO AZUL ANEJO,TEQUILA,19.99
087236104009,MACALLAN 25YR 750ML,SCOTCH,1799.99
611138392112,THIS IS TEXAS WHISKEY 750ML,WHISKEY,17.99
080244007737,ELMER T. LEE 750ML,WHISKEY,99.99
857220,CARLO ROSSI PAISANO 1.5L,WINE,6.99
086891025940,KRETIKOS BOUTARI,WINE,3.99
617768171172,SVEDKA PEACH 1.75L,VODKA,19.99
813942011054,MENDUCO RESERVE MALBEC 750ML,WINE,6.99
669576019405,DUCKHORN SAUV BLANC 750ML,WINE,
833302002348,PENNYWISE PINOT NOIR 750ML,WINE,
084380429866,BARTENDERS DELUXE HORCHATA 200ML,LIQUEUR,
009460000322,TERRA DORO ZINFANDEL 750ML,WINE,
811538011389,JOSE CUERVO TRADICIONAL REP 1L,TEQUILA,29.99
854080,WILD VINES STRAWBERRY WHITE ZIN 1.5L,WINE,
9329967000139,BUTCHERS BLOCK TURKEY FLAT 750ML,WINE,24.99
7503015650015,ALACRAN SILVER 100% AGAVE 750ML,TEQUILA,
080480170011,CAZADORES REPO 1L,TEQUILA,36.99
739958103456,COPPOLA ROSSO MOSCATO 750ML,WINE,9.99
859188002098,JESTERS WHITE RUSSIAN 32OZ,MIXERS,
086003253063,CHARLES SMITH CHATEAU SMITH CAB SAUV 750ML,WINE,15.99
812459012554,TWENTY GRAND VODKA 750ML,VODKA,24.99
087000374188,TOLLOT BEAUT BOURG ROURG 750ML,WINE,7.99
018341751024,BAREFOOT SAUVIGNON BLANC 750ML,WINE,10.99
080226987750,C M S 750 ML ,WINE,
6003573000204,RUNNER DUCK WHITE 2011 VERGENOEGD,WINE,6.99
607054492500,SWEET BITCH MOSCATO 750ML,WINE,9.99
080686938422,EFFEN GREEN APPLE 750ML,VODKA,21.99
080686831907,SAUZA GOLD 50ML,TEQUILA,0.99
021893795088,VOGA PINOT GRIGIO 750ML,WINE,9.99
087647113287,ISLE OF JURA 18YR 750ML,SCOTCH,119.99
729440906580,BONITA PLATINUM,TEQUILA,29.99
898432002460,DULCE VIDA ANEJO 750ML,TEQUILA,36.99
080686006329,JIM BEAM MAPLE 1.75L,WHISKEY,25.99
4841576001000,WINTER PLACE ICE 500ML,WINE,10.99
721059737500,HIBIKI WHISKEY 750ML,WHISKEY,84.99
040232645112,GOZA REPO TEQUILQ 750ML,TEQUILA,36.99
721059001953,X RATED PEACH 1L,LIQUEUR,32.99
8902967200115,SIGNATURE RARE SPIRIT WHISKY 750ML,WHISKEY,19.99
075496000407,ANGOSTURA BITTERS 4OZ,MIXERS,8.99
892339002028,VANILLA VINE 750ML,WINE,7.99
085919001171,STE GENEVIEVE RED 1.5L,WINE,8.99
088474001853,SCHMITT SOHNE KAB PIES MICH 750ML,WINE,8.99
720815985964,SEAGRAM'S VODKA 1LT,VODKA,11.99
701254508501,SOVIETSKOYE RED MOSCATO 750ML,WINE,
8901544022621,OFFICERS CHOICE BLUE 750ML,WHISKEY,21.99
856065002189,DEEP EDDY CRANBERRY 1.75L,VODKA,29.99
811538016155,BUSHMILLS,WHISKEY,
083300048736,AMARULA 375ML,LIQUEUR,7.99
811538015387,THREE OLIVES BUBBLE 1.75L,VODKA,26.99
616003441780,ZING ZANG MARGARITA MIX 8OZ CAN 6PK,WINE,6.99
080686422020,FLEUR 1L,LIQUEUR,6.99
753182483115,RCW SOME OF THAT RED 750ML,WINE,31.99
085592121432,PANCHO VILLA ROJO 1L,TEQUILA,7.99
080432400395,CHIVAS REGAL 750ML,SCOTCH,32.99
015918201449,COA JIMA REP 750ML,TEQUILA,19.99
089541300893,GROTH CAB SAUV 750ML,WINE,59.99
088004010966,TAAKA WHIPPED 1.75L,VODKA,
085000021767,BAREFOOT CITRUS FUSION 750ML,WINE,8.99
879371000588,OZONE VODKA 50ML,VODKA,0.99
879371000939,TSARSKY POKROV CRANBERRY 750ML,VODKA,9.99
641586190909,MEZAIN BRDEAUX RED 750ML,WINE,13.99
088076168985,BUSHMILLS 750ML,WHISKEY,25.99
088076183049,CARDHU GOLD RESERVE SINGLE MALT 750ML ,WHISKEY,59.99
082000770374,PELIGROSO ANEJO 750ML,TEQUILA,32.99
080686006626,JIM BEAM FIRE 750ML TVLR,WHISKEY,15.99
038075208304,VERDI ACAI SPARKLTINI 750ML,WINE,5.99
081753831165,GLENMORANGIE HIGHLAND SINGLE MALT ALLTA ,WHISKEY,99.99
857187002026,PENNER ASH PINOT NOIR 750ML,WINE,46.99
616003211017,ZING ZANG MARG MIX 64OZ,MIXERS,7.99
759380113953,ANTIGUA CRZ REPO 750ML,TEQUILA,17.99
710638510049371,LOVELL WHITE WHISKEY 750ML,WHISKEY,
009016017484,CRISTOBAL GOLD 750ML,TEQUILA,6.99
010986007634,KENWOOD CHARDONNAY 750ML,WINE,11.99
7503016373012,SANTOS AZUL REPO 750ML,TEQUILA,27.99
088004144692,FIREBALL 750ML PET,WHISKEY,15.99
031259047454,43 CUARENTA Y TRES 750M W/GLS,LIQUEUR,
756774072742,TURIN KAHLUA CHOCOLATES GIFT BOX,LIQUEUR,16.99
085000014301,NEW AMSTERDAM GIN 1.75L,GIN,18.99
088603010954,TAVERNELLO PINOT GRIGIO 2012,WINE,4.99
081308001067,CUPCAKE PINOT GRIGIO 750ML,WINE,9.99
811538010733,THREE OLIVES TARTZ 750,VODKA,9.99
823586000482,VODQUILA 50ML,TEQUILA,0.99
085000014325,NEW AMSTERDAM GIN 375ML,GIN,5.99
085000022306,NEW AMSTERDAM PINEAPPLE 375ML,VODKA,5.99
085676403751,SKOL GIN 750ML,GIN,6.99
085000021668,NEW AMSTERDAM RED BERRY 1L,VODKA,14.99
850483000055,BOWMORE 750ML,SCOTCH,
085798028726,ALEXANDER VALLEY VINE CAB SAUV 750ML,WINE,17.99
810735014834,BOOSIE JUICE STRAWBERRY KIWI 750ML,VODKA,19.99
859218001107,CARNAVAL WHITE MOSCATO 750ML,WINE,5.99
096749021802,EVAN WILLIAMS HONEY 750ML,WHISKEY,11.99
089708452540,PINNACLE PEACH 1.75L,VODKA,14.99
858751002251,FRIENDS FUN WINE CAB 250ML,WINE,0.99
850552,SUTTER HOME CAB SAUV 1.5L,WINE,8.99
721059002455,BOND & LILLARD ST BBN 375ML,WHISKEY,44.99
7503014168238,LA MISION SILVER 1L,TEQUILA,14.99
086891080512,FIZZ SPARKLING RED 750ML,WINE,
9421019370330,GALLO FAMILY CABERNET SAUVIGNON 4PK,WINE,4.99
096749312504,KENTUCKY DELUXE 200ML,WHISKEY,1.99
081434700216,BLACKSTONE MALBEC 750ML,WINE,9.99
080686119258,PUCKER LEMONADE 1.75L,VODKA,
080686929291,PINNACLE CHERRY WHIPPED 1.75L,VODKA,14.99
721733002313,PATRON CITRONGE MANGO LIQUEUR 1L,LIQUEUR,19.99
082100738045,CISCO ORANGE PINEAPPLE WINE 750ML,WINE,3.29
681131329163,LUCKY DUCK MALBEC 750ML,WINE,8.99
